"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2019 - Stemmeberettigede";"FV2019 - Afgivne stemmer";"FV2019 - Blanke stemmer";"FV2019 - Andre ugyldige stemmer";"FV2019 - Gyldige stemmer";"FV2019 - A. Socialdemokratiet";"FV2019 - B. Radikale Venstre";"FV2019 - C. Det Konservative Folkeparti";"FV2019 - F. SF - Socialistisk Folkeparti";"FV2019 - I. Liberal Alliance";"FV2019 - K. Kristendemokraterne";"FV2019 - O. Dansk Folkeparti";"FV2019 - V. Venstre, Danmarks Liberale Parti";"FV2019 - Ø. Enhedslisten - De Rød-Grønne";"FV2019 - Å. Alternativet";"FV2019 - D. Nye Borgerlige";"FV2019 - P. Stram Kurs";"FV2019 - E. Klaus Riskær Pedersen";"FV2019 - 1. Uden for partierne";"FV2019 - 2. Uden for partierne";"FV2019 - 3. Uden for partierne";"FV2019 - 4. Uden for partierne";"FV2019 - 5. Uden for partierne"
"390002";"390002";"31";"5";"2";"3315";"2762";"23";"15";"2724";"902";"155";"101";"309";"28";"15";"289";"518";"177";"92";"58";"47";"32";"1";"-";"-";"-";"-"
"390003";"390003";"31";"5";"2";"2283";"1998";"14";"0";"1984";"555";"157";"160";"188";"26";"13";"157";"473";"96";"60";"31";"53";"15";"0";"-";"-";"-";"-"
"390004";"390004";"31";"5";"2";"2080";"1722";"24";"3";"1695";"559";"79";"88";"179";"27";"7";"166";"341";"99";"37";"40";"63";"8";"2";"-";"-";"-";"-"
"390005";"390005";"31";"5";"2";"929";"784";"11";"4";"769";"183";"29";"32";"62";"16";"3";"82";"239";"43";"22";"27";"23";"7";"1";"-";"-";"-";"-"
"390006";"390006";"31";"5";"2";"2964";"2399";"24";"5";"2370";"623";"95";"108";"203";"33";"16";"344";"586";"135";"49";"79";"81";"18";"0";"-";"-";"-";"-"
"390007";"390007";"31";"5";"2";"1626";"1330";"10";"2";"1318";"452";"44";"51";"97";"15";"9";"157";"344";"55";"12";"32";"42";"7";"1";"-";"-";"-";"-"
"390008";"390008";"31";"5";"2";"4428";"3595";"36";"7";"3552";"1131";"251";"165";"316";"37";"32";"257";"826";"240";"109";"70";"80";"36";"2";"-";"-";"-";"-"
"390009";"390009";"31";"5";"2";"1268";"1059";"7";"6";"1046";"274";"53";"49";"85";"13";"12";"132";"216";"114";"37";"20";"26";"14";"1";"-";"-";"-";"-"
"390010";"390010";"31";"5";"2";"1771";"1511";"24";"3";"1484";"398";"113";"50";"145";"15";"10";"99";"329";"168";"70";"31";"37";"18";"1";"-";"-";"-";"-"
"390011";"390011";"31";"5";"2";"958";"833";"2";"1";"830";"221";"56";"41";"81";"10";"7";"65";"162";"118";"18";"19";"15";"17";"0";"-";"-";"-";"-"
"390012";"390012";"31";"5";"2";"3443";"2807";"27";"6";"2774";"841";"212";"141";"269";"30";"14";"291";"599";"182";"67";"62";"44";"22";"0";"-";"-";"-";"-"
"390013";"390013";"31";"5";"2";"949";"805";"4";"0";"801";"193";"44";"31";"87";"12";"5";"77";"197";"68";"26";"23";"27";"11";"0";"-";"-";"-";"-"
"390014";"390014";"31";"5";"2";"631";"558";"3";"1";"554";"150";"38";"24";"51";"4";"7";"56";"119";"55";"19";"9";"15";"6";"1";"-";"-";"-";"-"
"390015";"390015";"31";"5";"2";"1483";"1221";"11";"4";"1206";"350";"40";"45";"100";"6";"12";"141";"284";"68";"49";"40";"58";"13";"0";"-";"-";"-";"-"
"390016";"390016";"31";"5";"2";"1686";"1421";"8";"6";"1407";"393";"214";"60";"159";"13";"8";"77";"251";"81";"25";"48";"58";"19";"1";"-";"-";"-";"-"
"390017";"390017";"31";"5";"2";"1549";"1360";"7";"3";"1350";"447";"52";"72";"112";"20";"10";"150";"322";"54";"30";"32";"41";"7";"1";"-";"-";"-";"-"
"400001";"400001";"28";"4";"1";"2665";"2196";"14";"7";"2175";"662";"69";"44";"117";"25";"68";"249";"547";"226";"69";"48";"32";"19";"-";"-";"-";"-";"-"
"400002";"400002";"28";"4";"1";"2289";"1913";"14";"3";"1896";"453";"61";"39";"95";"29";"97";"189";"501";"235";"102";"37";"37";"21";"-";"-";"-";"-";"-"
"400003";"400003";"28";"4";"1";"1707";"1490";"6";"5";"1479";"395";"98";"31";"79";"15";"47";"74";"401";"212";"86";"15";"11";"15";"-";"-";"-";"-";"-"
"400004";"400004";"28";"4";"1";"3517";"2832";"17";"7";"2808";"1047";"80";"29";"117";"22";"93";"292";"737";"197";"92";"33";"42";"27";"-";"-";"-";"-";"-"
"400005";"400005";"28";"4";"1";"1317";"1112";"12";"0";"1100";"333";"32";"17";"32";"12";"44";"137";"339";"72";"21";"20";"24";"17";"-";"-";"-";"-";"-"
"400006";"400006";"28";"4";"1";"4161";"3296";"17";"7";"3272";"1055";"95";"49";"107";"39";"198";"411";"876";"194";"92";"58";"67";"31";"-";"-";"-";"-";"-"
"400007";"400007";"27";"4";"1";"2005";"1645";"13";"7";"1625";"484";"32";"19";"52";"11";"85";"238";"454";"109";"53";"40";"35";"13";"-";"-";"-";"-";"-"
"400008";"400008";"27";"4";"1";"11278";"9145";"92";"19";"9034";"3503";"328";"195";"425";"83";"322";"822";"2055";"654";"254";"148";"184";"61";"-";"-";"-";"-";"-"
"400009";"400009";"27";"4";"1";"2215";"1860";"20";"2";"1838";"641";"49";"30";"61";"11";"79";"213";"465";"143";"53";"29";"47";"17";"-";"-";"-";"-";"-"
"410001";"410001";"45";"6";"2";"5315";"4509";"39";"20";"4450";"1456";"349";"280";"281";"102";"44";"342";"1045";"262";"98";"72";"75";"44";"-";"-";"-";"-";"-"
"410002";"410002";"45";"6";"2";"5297";"4642";"40";"6";"4596";"1685";"313";"301";"251";"68";"59";"413";"1079";"174";"88";"80";"63";"22";"-";"-";"-";"-";"-"
"410003";"410003";"45";"6";"2";"3428";"3142";"20";"13";"3109";"709";"273";"307";"207";"98";"59";"222";"942";"126";"63";"56";"23";"24";"-";"-";"-";"-";"-"
"410004";"410004";"45";"6";"2";"2208";"1911";"21";"4";"1886";"611";"116";"87";"85";"38";"23";"190";"547";"74";"39";"34";"31";"11";"-";"-";"-";"-";"-"
"410005";"410005";"45";"6";"2";"1207";"1048";"11";"4";"1033";"277";"54";"58";"63";"26";"17";"119";"308";"37";"19";"29";"15";"11";"-";"-";"-";"-";"-"
"410006";"410006";"45";"6";"2";"2815";"2348";"36";"5";"2307";"768";"145";"125";"134";"36";"29";"230";"596";"111";"47";"33";"36";"17";"-";"-";"-";"-";"-"
"410007";"410007";"45";"6";"2";"1474";"1310";"15";"0";"1295";"313";"74";"72";"80";"18";"18";"135";"412";"54";"38";"25";"33";"23";"-";"-";"-";"-";"-"
"410008";"410008";"45";"6";"2";"2262";"1844";"10";"3";"1831";"549";"85";"111";"103";"27";"25";"193";"538";"70";"26";"44";"44";"16";"-";"-";"-";"-";"-"
"410009";"410009";"45";"6";"2";"2071";"1726";"17";"10";"1699";"528";"59";"87";"106";"25";"11";"200";"478";"64";"42";"43";"42";"14";"-";"-";"-";"-";"-"
"410010";"410010";"45";"6";"2";"1988";"1673";"17";"7";"1649";"508";"87";"80";"110";"28";"19";"179";"477";"47";"26";"46";"31";"11";"-";"-";"-";"-";"-"
"410011";"410011";"45";"6";"2";"1243";"1018";"11";"2";"1005";"309";"40";"49";"51";"16";"8";"134";"293";"41";"12";"16";"28";"8";"-";"-";"-";"-";"-"
"411001";"411001";"28";"4";"1";"60";"58";"2";"0";"56";"20";"2";"3";"6";"1";"0";"1";"9";"10";"2";"0";"2";"0";"-";"-";"-";"-";"-"
"420001";"420001";"44";"6";"2";"5338";"4407";"34";"19";"4354";"1485";"178";"256";"231";"41";"48";"502";"1049";"218";"94";"105";"113";"34";"-";"-";"-";"-";"-"
"420002";"420002";"44";"6";"2";"1298";"1119";"13";"4";"1102";"416";"30";"43";"67";"14";"14";"108";"289";"50";"13";"23";"28";"7";"-";"-";"-";"-";"-"
"420003";"420003";"44";"6";"2";"653";"547";"9";"0";"538";"175";"19";"23";"27";"1";"13";"65";"142";"32";"11";"8";"16";"6";"-";"-";"-";"-";"-"
"420004";"420004";"44";"6";"2";"678";"582";"9";"1";"572";"164";"20";"29";"25";"15";"8";"78";"153";"28";"12";"13";"20";"7";"-";"-";"-";"-";"-"
"420005";"420005";"44";"6";"2";"184";"171";"0";"1";"170";"35";"7";"16";"13";"4";"2";"25";"49";"9";"8";"1";"0";"1";"-";"-";"-";"-";"-"
"420007";"420007";"44";"6";"2";"732";"640";"4";"0";"636";"182";"38";"30";"40";"12";"8";"69";"170";"37";"21";"9";"16";"4";"-";"-";"-";"-";"-"
"420008";"420008";"44";"6";"2";"1984";"1734";"14";"10";"1710";"557";"85";"80";"125";"14";"21";"223";"379";"122";"30";"30";"28";"16";"-";"-";"-";"-";"-"
"420009";"420009";"44";"6";"2";"810";"652";"6";"2";"644";"155";"19";"34";"40";"6";"7";"90";"201";"36";"15";"13";"17";"11";"-";"-";"-";"-";"-"
"420010";"420010";"44";"6";"2";"373";"313";"2";"0";"311";"88";"7";"17";"14";"7";"8";"48";"79";"13";"11";"7";"10";"2";"-";"-";"-";"-";"-"
"420011";"420011";"44";"6";"2";"415";"347";"4";"0";"343";"94";"18";"10";"24";"4";"6";"41";"97";"16";"14";"11";"7";"1";"-";"-";"-";"-";"-"
"420012";"420012";"44";"6";"2";"628";"571";"2";"2";"567";"154";"33";"32";"42";"6";"6";"50";"183";"26";"12";"7";"12";"4";"-";"-";"-";"-";"-"
"420013";"420013";"44";"6";"2";"2557";"2124";"12";"5";"2107";"702";"79";"132";"106";"12";"12";"252";"613";"79";"30";"36";"33";"21";"-";"-";"-";"-";"-"
"420014";"420014";"44";"6";"2";"547";"454";"7";"3";"444";"123";"26";"24";"29";"5";"4";"40";"109";"33";"13";"14";"18";"6";"-";"-";"-";"-";"-"
"420015";"420015";"44";"6";"2";"1271";"1144";"8";"1";"1135";"350";"46";"91";"66";"19";"21";"116";"304";"50";"20";"19";"27";"6";"-";"-";"-";"-";"-"
"420016";"420016";"44";"6";"2";"1467";"1265";"22";"7";"1236";"359";"66";"63";"95";"24";"19";"114";"352";"49";"35";"34";"18";"8";"-";"-";"-";"-";"-"
"420017";"420017";"44";"6";"2";"1834";"1631";"17";"3";"1611";"536";"116";"85";"118";"28";"21";"137";"361";"98";"61";"22";"15";"13";"-";"-";"-";"-";"-"
"420018";"420018";"44";"6";"2";"875";"725";"10";"2";"713";"207";"34";"49";"44";"10";"12";"76";"194";"28";"15";"27";"13";"4";"-";"-";"-";"-";"-"
"420019";"420019";"44";"6";"2";"374";"315";"5";"0";"310";"112";"9";"9";"22";"4";"3";"39";"74";"7";"3";"15";"10";"3";"-";"-";"-";"-";"-"
"420020";"420020";"44";"6";"2";"4543";"3899";"43";"6";"3850";"1201";"145";"200";"240";"84";"42";"491";"931";"200";"80";"89";"114";"33";"-";"-";"-";"-";"-"
"420021";"420021";"44";"6";"2";"2565";"2180";"23";"11";"2146";"665";"108";"134";"122";"39";"34";"205";"628";"86";"34";"38";"43";"10";"-";"-";"-";"-";"-"
"420022";"420022";"44";"6";"2";"531";"449";"3";"1";"445";"110";"18";"12";"22";"4";"9";"60";"142";"22";"10";"14";"12";"10";"-";"-";"-";"-";"-"
"420023";"420023";"44";"6";"2";"617";"544";"7";"0";"537";"155";"35";"36";"33";"9";"4";"48";"122";"37";"20";"23";"12";"3";"-";"-";"-";"-";"-"
"420024";"420024";"44";"6";"2";"575";"486";"6";"1";"479";"127";"20";"23";"19";"3";"5";"79";"146";"11";"12";"14";"12";"8";"-";"-";"-";"-";"-"
"430001";"430001";"48";"6";"2";"1228";"1082";"10";"3";"1069";"300";"47";"42";"53";"23";"9";"162";"312";"50";"14";"24";"21";"12";"-";"-";"-";"-";"-"
"430002";"430002";"48";"6";"2";"1070";"843";"7";"5";"831";"220";"45";"49";"46";"2";"5";"90";"241";"52";"31";"8";"32";"10";"-";"-";"-";"-";"-"
"430003";"430003";"48";"6";"2";"1536";"1305";"14";"0";"1291";"354";"50";"55";"72";"13";"9";"156";"429";"61";"14";"31";"37";"10";"-";"-";"-";"-";"-"
"430004";"430004";"48";"6";"2";"808";"656";"6";"0";"650";"140";"24";"39";"51";"12";"7";"68";"219";"43";"14";"17";"13";"3";"-";"-";"-";"-";"-"
"430005";"430005";"48";"6";"2";"84";"77";"0";"0";"77";"16";"7";"8";"4";"0";"2";"5";"14";"17";"3";"0";"1";"0";"-";"-";"-";"-";"-"
"430007";"430007";"48";"6";"2";"6437";"5345";"38";"24";"5283";"1692";"269";"322";"353";"67";"50";"508";"1318";"328";"149";"115";"76";"36";"-";"-";"-";"-";"-"
"430008";"430008";"48";"6";"2";"1545";"1352";"18";"1";"1333";"385";"63";"73";"72";"11";"12";"136";"420";"81";"35";"18";"18";"9";"-";"-";"-";"-";"-"
"430009";"430009";"48";"6";"2";"1552";"1269";"16";"4";"1249";"349";"63";"50";"88";"14";"22";"160";"321";"79";"38";"28";"19";"18";"-";"-";"-";"-";"-"
"430010";"430010";"48";"6";"2";"81";"64";"1";"1";"62";"13";"2";"5";"5";"0";"0";"5";"29";"2";"1";"0";"0";"0";"-";"-";"-";"-";"-"
"430011";"430011";"48";"6";"2";"1674";"1452";"12";"2";"1438";"369";"91";"85";"91";"11";"11";"168";"418";"78";"38";"27";"37";"14";"-";"-";"-";"-";"-"
"430012";"430012";"48";"6";"2";"1370";"1155";"10";"1";"1144";"339";"41";"35";"72";"15";"11";"120";"303";"113";"28";"29";"32";"6";"-";"-";"-";"-";"-"
"430013";"430013";"48";"6";"2";"1098";"928";"8";"2";"918";"237";"34";"50";"47";"6";"8";"132";"301";"49";"21";"13";"17";"3";"-";"-";"-";"-";"-"
"430014";"430014";"48";"6";"2";"1080";"871";"9";"2";"860";"177";"33";"45";"48";"11";"9";"110";"301";"45";"32";"19";"21";"9";"-";"-";"-";"-";"-"
"430015";"430015";"48";"6";"2";"5890";"4959";"47";"9";"4903";"1486";"324";"272";"317";"70";"49";"457";"1331";"238";"135";"102";"83";"39";"-";"-";"-";"-";"-"
"430016";"430016";"48";"6";"2";"842";"705";"5";"0";"700";"201";"47";"25";"46";"14";"11";"80";"157";"59";"18";"14";"21";"7";"-";"-";"-";"-";"-"
"430017";"430017";"48";"6";"2";"1591";"1301";"10";"3";"1288";"381";"63";"73";"78";"10";"23";"156";"340";"69";"33";"17";"32";"13";"-";"-";"-";"-";"-"
"430018";"430018";"48";"6";"2";"1806";"1424";"15";"6";"1403";"433";"66";"51";"92";"21";"15";"172";"367";"66";"33";"42";"34";"11";"-";"-";"-";"-";"-"
"430019";"430019";"48";"6";"2";"1778";"1543";"19";"1";"1523";"520";"82";"68";"101";"27";"23";"165";"319";"102";"41";"32";"32";"11";"-";"-";"-";"-";"-"
"430020";"430020";"48";"6";"2";"2774";"2424";"27";"6";"2391";"683";"140";"162";"168";"35";"33";"230";"673";"100";"62";"42";"36";"27";"-";"-";"-";"-";"-"
"430021";"430021";"48";"6";"2";"1454";"1256";"10";"3";"1243";"375";"99";"71";"61";"22";"14";"143";"326";"52";"19";"18";"25";"18";"-";"-";"-";"-";"-"
"430022";"430022";"48";"6";"2";"3372";"3002";"28";"5";"2969";"997";"209";"164";"192";"56";"47";"248";"711";"142";"95";"43";"41";"24";"-";"-";"-";"-";"-"
"440001";"440001";"46";"6";"2";"1620";"1423";"16";"3";"1404";"431";"70";"90";"102";"15";"21";"137";"299";"119";"44";"21";"39";"16";"-";"-";"-";"-";"-"
"440002";"440002";"46";"6";"2";"5214";"4544";"37";"8";"4499";"1480";"248";"465";"268";"68";"43";"437";"1020";"209";"75";"79";"81";"26";"-";"-";"-";"-";"-"
"440004";"440004";"46";"6";"2";"1716";"1513";"6";"7";"1500";"470";"71";"152";"94";"25";"12";"162";"305";"107";"38";"20";"30";"14";"-";"-";"-";"-";"-"
"440005";"440005";"46";"6";"2";"1573";"1357";"11";"3";"1343";"415";"53";"97";"62";"21";"26";"181";"330";"58";"15";"37";"33";"15";"-";"-";"-";"-";"-"
"440006";"440006";"46";"6";"2";"3398";"2886";"32";"7";"2847";"986";"120";"258";"122";"47";"31";"304";"727";"75";"46";"51";"58";"22";"-";"-";"-";"-";"-"
"440007";"440007";"46";"6";"2";"4533";"3729";"29";"26";"3674";"1640";"147";"182";"191";"42";"39";"373";"575";"205";"45";"89";"116";"30";"-";"-";"-";"-";"-"
"450001";"450001";"46";"6";"2";"1329";"1152";"8";"2";"1142";"336";"46";"64";"72";"28";"12";"126";"302";"57";"27";"32";"33";"7";"-";"-";"-";"-";"-"
"450002";"450002";"46";"6";"2";"7052";"5740";"56";"29";"5655";"2138";"342";"296";"353";"87";"40";"501";"1149";"388";"129";"113";"82";"37";"-";"-";"-";"-";"-"
"450003";"450003";"46";"6";"2";"5146";"4395";"40";"16";"4339";"1507";"261";"266";"281";"62";"41";"330";"1004";"298";"118";"76";"62";"33";"-";"-";"-";"-";"-"
"450004";"450004";"46";"6";"2";"1788";"1530";"14";"1";"1515";"500";"69";"80";"92";"12";"18";"138";"401";"79";"49";"39";"22";"16";"-";"-";"-";"-";"-"
"450005";"450005";"46";"6";"2";"817";"682";"6";"1";"675";"170";"28";"28";"36";"5";"4";"78";"211";"54";"12";"21";"19";"9";"-";"-";"-";"-";"-"
"450006";"450006";"46";"6";"2";"2273";"1923";"14";"9";"1900";"804";"61";"81";"69";"33";"11";"213";"458";"51";"25";"43";"40";"11";"-";"-";"-";"-";"-"
"450007";"450007";"46";"6";"2";"386";"339";"4";"0";"335";"106";"11";"19";"16";"4";"0";"43";"98";"15";"2";"10";"5";"6";"-";"-";"-";"-";"-"
"450008";"450008";"46";"6";"2";"460";"406";"2";"0";"404";"154";"22";"14";"9";"6";"4";"53";"106";"14";"2";"8";"11";"1";"-";"-";"-";"-";"-"
"450009";"450009";"46";"6";"2";"713";"627";"4";"2";"621";"186";"35";"35";"33";"6";"4";"71";"156";"29";"15";"27";"21";"3";"-";"-";"-";"-";"-"
"450010";"450010";"46";"6";"2";"1456";"1211";"13";"2";"1196";"352";"29";"59";"43";"18";"11";"127";"443";"32";"19";"31";"26";"6";"-";"-";"-";"-";"-"
"450011";"450011";"46";"6";"2";"1083";"961";"14";"3";"944";"265";"41";"41";"46";"17";"11";"99";"288";"54";"16";"27";"23";"16";"-";"-";"-";"-";"-"
"450012";"450012";"46";"6";"2";"964";"811";"9";"3";"799";"234";"35";"36";"45";"9";"7";"87";"248";"33";"13";"25";"20";"7";"-";"-";"-";"-";"-"
"450013";"450013";"46";"6";"2";"892";"764";"9";"1";"754";"212";"24";"44";"33";"13";"4";"91";"241";"34";"16";"15";"22";"5";"-";"-";"-";"-";"-"
"461001";"461001";"41";"6";"2";"9674";"7908";"107";"31";"7770";"1652";"995";"398";"727";"296";"72";"319";"1501";"927";"516";"121";"144";"102";"-";"-";"-";"-";"-"
"461002";"461002";"41";"6";"2";"8441";"7101";"66";"25";"7010";"2102";"744";"291";"662";"204";"62";"450";"1175";"675";"351";"111";"127";"56";"-";"-";"-";"-";"-"
"461003";"461003";"41";"6";"2";"3095";"2492";"27";"15";"2450";"742";"276";"93";"223";"70";"23";"143";"367";"271";"128";"36";"55";"23";"-";"-";"-";"-";"-"
"461004";"461004";"41";"6";"2";"7883";"6678";"96";"21";"6561";"1501";"854";"410";"535";"272";"69";"305";"1425";"586";"346";"89";"115";"54";"-";"-";"-";"-";"-"
"461005";"461005";"41";"6";"2";"5644";"4379";"50";"30";"4299";"1335";"597";"173";"340";"80";"47";"300";"585";"455";"162";"76";"98";"51";"-";"-";"-";"-";"-"
"461006";"461006";"41";"6";"2";"2189";"1944";"16";"7";"1921";"755";"90";"122";"86";"26";"12";"209";"416";"77";"26";"46";"43";"13";"-";"-";"-";"-";"-"
"461007";"461007";"41";"6";"2";"4551";"3778";"33";"12";"3733";"1322";"368";"167";"252";"45";"28";"385";"638";"248";"86";"64";"104";"26";"-";"-";"-";"-";"-"
"461009";"461009";"41";"6";"2";"2602";"2170";"37";"5";"2128";"682";"132";"122";"175";"35";"21";"195";"453";"114";"71";"46";"57";"25";"-";"-";"-";"-";"-"
"461011";"461011";"42";"6";"2";"9561";"8102";"91";"33";"7978";"1555";"1099";"494";"734";"359";"90";"270";"1612";"907";"534";"109";"130";"85";"-";"-";"-";"-";"-"
"461012";"461012";"42";"6";"2";"7461";"5802";"60";"29";"5713";"2050";"418";"246";"531";"125";"50";"458";"748";"564";"213";"107";"159";"44";"-";"-";"-";"-";"-"
"461013";"461013";"42";"6";"2";"897";"772";"8";"1";"763";"214";"39";"33";"64";"11";"8";"97";"206";"28";"16";"17";"19";"11";"-";"-";"-";"-";"-"
"461014";"461014";"42";"6";"2";"4933";"4257";"38";"16";"4203";"1571";"155";"272";"264";"55";"32";"451";"904";"213";"85";"77";"92";"32";"-";"-";"-";"-";"-"
"461016";"461016";"42";"6";"2";"3119";"2689";"22";"9";"2658";"912";"110";"192";"174";"48";"29";"268";"613";"123";"47";"59";"62";"21";"-";"-";"-";"-";"-"
"461017";"461017";"42";"6";"2";"4929";"4288";"41";"13";"4234";"1522";"255";"291";"334";"64";"52";"369";"822";"233";"96";"82";"79";"35";"-";"-";"-";"-";"-"
"461018";"461018";"42";"6";"2";"4481";"3998";"31";"24";"3943";"1288";"268";"312";"293";"65";"37";"340";"943";"199";"81";"44";"50";"23";"-";"-";"-";"-";"-"
"461019";"461019";"42";"6";"2";"3738";"3190";"41";"8";"3141";"995";"172";"246";"217";"67";"26";"269";"829";"141";"70";"49";"46";"14";"-";"-";"-";"-";"-"
"461020";"461020";"42";"6";"2";"3523";"3079";"32";"17";"3030";"1072";"143";"185";"171";"41";"31";"323";"746";"126";"50";"58";"57";"27";"-";"-";"-";"-";"-"
"461021";"461021";"42";"6";"2";"2254";"1894";"11";"4";"1879";"498";"111";"147";"112";"44";"43";"225";"458";"96";"41";"43";"42";"19";"-";"-";"-";"-";"-"
"461023";"461023";"43";"6";"2";"10236";"8759";"98";"18";"8643";"1759";"1161";"662";"730";"336";"80";"338";"1884";"874";"499";"139";"98";"83";"-";"-";"-";"-";"-"
"461024";"461024";"43";"6";"2";"4183";"3831";"29";"11";"3791";"626";"487";"511";"249";"144";"39";"132";"1166";"206";"98";"71";"41";"21";"-";"-";"-";"-";"-"
"461025";"461025";"43";"6";"2";"6593";"5528";"55";"24";"5449";"1493";"652";"315";"497";"158";"79";"334";"987";"486";"232";"95";"88";"33";"-";"-";"-";"-";"-"
"461026";"461026";"43";"6";"2";"8303";"7232";"46";"24";"7162";"2199";"521";"535";"486";"103";"90";"606";"1826";"382";"174";"105";"87";"48";"-";"-";"-";"-";"-"
"461028";"461028";"43";"6";"2";"3996";"3527";"26";"8";"3493";"879";"211";"324";"166";"76";"128";"294";"1101";"127";"41";"75";"50";"21";"-";"-";"-";"-";"-"
"461029";"461029";"43";"6";"2";"4812";"4217";"48";"7";"4162";"1044";"528";"358";"290";"108";"53";"234";"1041";"235";"122";"73";"56";"20";"-";"-";"-";"-";"-"
"461030";"461030";"43";"6";"2";"6790";"5835";"58";"11";"5766";"1795";"476";"405";"404";"109";"57";"476";"1247";"357";"187";"112";"90";"51";"-";"-";"-";"-";"-"
"461031";"461031";"43";"6";"2";"2625";"2335";"18";"11";"2306";"583";"187";"242";"180";"41";"32";"156";"598";"125";"77";"43";"27";"15";"-";"-";"-";"-";"-"
"461032";"461032";"43";"6";"2";"729";"641";"3";"5";"633";"140";"42";"37";"39";"15";"8";"64";"199";"30";"18";"14";"20";"7";"-";"-";"-";"-";"-"
"461033";"461033";"43";"6";"2";"3990";"3538";"37";"11";"3490";"1100";"245";"238";"232";"72";"38";"337";"766";"190";"125";"67";"56";"24";"-";"-";"-";"-";"-"
"461035";"461035";"41";"6";"2";"5767";"4062";"24";"39";"3999";"995";"1343";"67";"196";"12";"44";"236";"247";"644";"97";"47";"53";"18";"-";"-";"-";"-";"-"
"461036";"461036";"41";"6";"2";"3647";"2962";"39";"15";"2908";"929";"247";"163";"268";"51";"39";"203";"452";"294";"118";"46";"76";"22";"-";"-";"-";"-";"-"
"479001";"479001";"47";"6";"2";"11438";"9312";"133";"27";"9152";"2781";"703";"518";"646";"180";"69";"621";"1653";"1128";"419";"171";"179";"84";"-";"-";"-";"-";"-"
"479002";"479002";"47";"6";"2";"2672";"2131";"23";"13";"2095";"787";"89";"73";"164";"34";"26";"200";"309";"243";"67";"41";"45";"17";"-";"-";"-";"-";"-"
"479003";"479003";"47";"6";"2";"5145";"4201";"47";"12";"4142";"1454";"288";"175";"334";"55";"51";"343";"654";"452";"158";"71";"63";"44";"-";"-";"-";"-";"-"
"479005";"479005";"47";"6";"2";"3186";"2855";"20";"5";"2830";"737";"215";"276";"147";"62";"31";"224";"762";"185";"96";"49";"29";"17";"-";"-";"-";"-";"-"
"479006";"479006";"47";"6";"2";"66";"60";"0";"1";"59";"18";"4";"4";"3";"5";"2";"2";"15";"0";"5";"1";"0";"0";"-";"-";"-";"-";"-"
"479007";"479007";"47";"6";"2";"1963";"1807";"9";"6";"1792";"475";"141";"153";"111";"33";"12";"123";"459";"156";"67";"22";"20";"20";"-";"-";"-";"-";"-"
"479008";"479008";"47";"6";"2";"1657";"1411";"13";"1";"1397";"390";"62";"70";"78";"16";"14";"154";"370";"106";"46";"37";"42";"12";"-";"-";"-";"-";"-"
"479009";"479009";"47";"6";"2";"2065";"1821";"25";"5";"1791";"540";"127";"76";"112";"26";"17";"165";"429";"147";"74";"42";"26";"10";"-";"-";"-";"-";"-"
"479010";"479010";"47";"6";"2";"2825";"2582";"21";"6";"2555";"689";"215";"221";"148";"34";"41";"190";"705";"152";"86";"40";"23";"11";"-";"-";"-";"-";"-"
"479011";"479011";"47";"6";"2";"2231";"1895";"16";"2";"1877";"780";"60";"74";"99";"14";"22";"222";"396";"101";"34";"39";"30";"6";"-";"-";"-";"-";"-"
"479014";"479014";"47";"6";"2";"1042";"911";"9";"3";"899";"288";"34";"34";"57";"15";"11";"109";"198";"67";"28";"21";"27";"10";"-";"-";"-";"-";"-"
"479016";"479016";"47";"6";"2";"1657";"1468";"14";"6";"1448";"299";"104";"57";"103";"23";"9";"83";"306";"231";"184";"23";"19";"7";"-";"-";"-";"-";"-"
"479017";"479017";"47";"6";"2";"1976";"1678";"17";"5";"1656";"552";"62";"88";"92";"17";"16";"199";"370";"118";"43";"31";"49";"19";"-";"-";"-";"-";"-"
"479019";"479019";"47";"6";"2";"2161";"1882";"12";"3";"1867";"457";"123";"87";"133";"21";"18";"167";"415";"233";"132";"30";"29";"22";"-";"-";"-";"-";"-"
"479021";"479021";"47";"6";"2";"948";"824";"5";"1";"818";"233";"30";"47";"59";"12";"8";"78";"230";"51";"19";"25";"17";"9";"-";"-";"-";"-";"-"
"479023";"479023";"47";"6";"2";"1205";"1024";"12";"5";"1007";"323";"42";"45";"57";"21";"12";"114";"274";"49";"12";"28";"16";"14";"-";"-";"-";"-";"-"
"479025";"479025";"47";"6";"2";"1129";"927";"8";"3";"916";"248";"31";"55";"65";"7";"9";"124";"241";"62";"24";"24";"14";"12";"-";"-";"-";"-";"-"
"479027";"479027";"47";"6";"2";"1412";"1216";"9";"2";"1205";"307";"102";"54";"91";"10";"18";"115";"267";"115";"68";"23";"23";"12";"-";"-";"-";"-";"-"
"480001";"480001";"45";"6";"2";"3295";"2763";"23";"19";"2721";"949";"81";"189";"136";"25";"26";"307";"749";"100";"42";"45";"50";"22";"-";"-";"-";"-";"-"
"480002";"480002";"45";"6";"2";"717";"598";"8";"0";"590";"161";"23";"37";"27";"3";"9";"68";"178";"30";"13";"13";"25";"3";"-";"-";"-";"-";"-"
