"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"FV2019 - Stemmeberettigede";"FV2019 - Afgivne stemmer";"FV2019 - Blanke stemmer";"FV2019 - Andre ugyldige stemmer";"FV2019 - Gyldige stemmer";"FV2019 - A. Socialdemokratiet";"FV2019 - B. Radikale Venstre";"FV2019 - C. Det Konservative Folkeparti";"FV2019 - F. SF - Socialistisk Folkeparti";"FV2019 - I. Liberal Alliance";"FV2019 - K. Kristendemokraterne";"FV2019 - O. Dansk Folkeparti";"FV2019 - V. Venstre, Danmarks Liberale Parti";"FV2019 - Ø. Enhedslisten - De Rød-Grønne";"FV2019 - Å. Alternativet";"FV2019 - D. Nye Borgerlige";"FV2019 - P. Stram Kurs";"FV2019 - E. Klaus Riskær Pedersen";"FV2019 - 1. Uden for partierne";"FV2019 - 2. Uden for partierne";"FV2019 - 3. Uden for partierne";"FV2019 - 4. Uden for partierne";"FV2019 - 5. Uden for partierne"
"751001";"751001";"62";"8";"3";"13768";"12363";"80";"38";"12245";"2148";"2070";"808";"1312";"504";"220";"292";"2362";"1370";"770";"164";"92";"118";"12";"3";"-";"-";"-"
"751002";"751002";"62";"8";"3";"6327";"5417";"57";"11";"5349";"1208";"700";"281";"600";"238";"117";"198";"838";"648";"323";"79";"60";"49";"8";"2";"-";"-";"-"
"751003";"751003";"62";"8";"3";"6354";"5510";"45";"7";"5458";"1533";"558";"299";"523";"114";"96";"373";"1096";"469";"177";"123";"62";"31";"3";"1";"-";"-";"-"
"751004";"751004";"62";"8";"3";"4200";"3690";"22";"10";"3658";"813";"517";"263";"411";"85";"67";"164";"746";"330";"135";"70";"34";"21";"2";"0";"-";"-";"-"
"751006";"751006";"62";"8";"3";"7442";"6504";"43";"19";"6442";"2095";"476";"339";"491";"154";"123";"558";"1437";"343";"140";"150";"91";"41";"4";"0";"-";"-";"-"
"751007";"751007";"63";"8";"3";"5318";"4662";"34";"10";"4618";"1078";"648";"347";"465";"119";"91";"196";"906";"376";"195";"81";"71";"42";"2";"1";"-";"-";"-"
"751008";"751008";"63";"8";"3";"9404";"7603";"85";"24";"7494";"2028";"889";"405";"724";"280";"119";"509";"1190";"690";"295";"162";"138";"53";"12";"0";"-";"-";"-"
"751009";"751009";"62";"8";"3";"3493";"3189";"17";"9";"3163";"809";"346";"189";"388";"56";"58";"172";"643";"273";"127";"47";"31";"21";"3";"0";"-";"-";"-"
"751010";"751010";"62";"8";"3";"9335";"8254";"65";"14";"8175";"1053";"1553";"507";"756";"584";"94";"142";"1609";"951";"669";"93";"69";"79";"15";"1";"-";"-";"-"
"751011";"751011";"62";"8";"3";"4004";"3595";"21";"4";"3570";"914";"360";"208";"439";"65";"46";"206";"747";"289";"157";"66";"51";"15";"7";"0";"-";"-";"-"
"751012";"751012";"62";"8";"3";"4047";"3742";"24";"8";"3710";"891";"463";"263";"417";"80";"56";"167";"869";"269";"129";"59";"32";"11";"3";"1";"-";"-";"-"
"751013";"751013";"62";"8";"3";"3941";"3526";"33";"7";"3486";"844";"284";"225";"266";"78";"76";"307";"1010";"151";"83";"81";"54";"22";"4";"1";"-";"-";"-"
"751016";"751016";"63";"8";"3";"600";"539";"0";"0";"539";"110";"65";"33";"55";"9";"10";"43";"124";"48";"17";"9";"8";"8";"0";"0";"-";"-";"-"
"751018";"751018";"63";"8";"3";"5216";"4519";"35";"3";"4481";"1421";"418";"196";"404";"82";"68";"434";"875";"261";"93";"110";"89";"29";"0";"1";"-";"-";"-"
"751019";"751019";"63";"8";"3";"3751";"3403";"16";"5";"3382";"846";"411";"225";"376";"81";"50";"192";"657";"302";"124";"62";"39";"15";"2";"0";"-";"-";"-"
"751021";"751021";"65";"8";"3";"15802";"13796";"126";"19";"13651";"1896";"2448";"810";"1427";"908";"199";"224";"2590";"1649";"1142";"145";"91";"112";"8";"2";"-";"-";"-"
"751022";"751022";"64";"8";"3";"3295";"2978";"19";"9";"2950";"679";"494";"190";"350";"75";"77";"94";"489";"266";"124";"55";"26";"23";"8";"0";"-";"-";"-"
"751023";"751023";"64";"8";"3";"6774";"5707";"39";"33";"5635";"1341";"981";"248";"591";"155";"241";"249";"722";"655";"273";"84";"57";"31";"6";"1";"-";"-";"-"
"751024";"751024";"63";"8";"3";"5781";"5175";"20";"18";"5137";"1204";"740";"361";"517";"115";"130";"279";"971";"397";"213";"99";"47";"28";"36";"0";"-";"-";"-"
"751025";"751025";"63";"8";"3";"4618";"3300";"22";"22";"3256";"523";"1115";"46";"160";"27";"213";"110";"161";"725";"104";"28";"27";"15";"2";"0";"-";"-";"-"
"751026";"751026";"63";"8";"3";"4335";"3648";"31";"10";"3607";"963";"522";"142";"282";"58";"126";"298";"553";"390";"142";"66";"44";"14";"5";"2";"-";"-";"-"
"751027";"751027";"62";"8";"3";"6552";"5841";"53";"10";"5778";"859";"1040";"390";"522";"463";"139";"92";"1280";"474";"322";"71";"66";"47";"10";"3";"-";"-";"-"
"751028";"751028";"63";"8";"3";"6175";"4870";"44";"16";"4810";"1461";"693";"212";"325";"75";"136";"368";"794";"371";"140";"118";"90";"20";"6";"1";"-";"-";"-"
"751030";"751030";"63";"8";"3";"3389";"2998";"39";"4";"2955";"845";"253";"178";"205";"63";"48";"263";"708";"152";"87";"92";"36";"21";"4";"0";"-";"-";"-"
"751031";"751031";"63";"8";"3";"506";"466";"4";"0";"462";"106";"35";"17";"41";"6";"7";"46";"96";"57";"21";"9";"17";"3";"1";"0";"-";"-";"-"
"751033";"751033";"63";"8";"3";"2848";"2428";"15";"10";"2403";"718";"211";"107";"169";"75";"31";"231";"555";"127";"58";"49";"49";"21";"2";"0";"-";"-";"-"
"751041";"751041";"65";"8";"3";"6844";"6218";"42";"18";"6158";"835";"1241";"259";"767";"277";"72";"106";"863";"967";"630";"48";"40";"48";"5";"0";"-";"-";"-"
"751042";"751042";"64";"8";"3";"10433";"9215";"76";"16";"9123";"1741";"1545";"461";"1129";"295";"196";"260";"1229";"1236";"774";"99";"78";"73";"7";"0";"-";"-";"-"
"751043";"751043";"64";"8";"3";"6271";"5360";"43";"15";"5302";"1158";"814";"276";"609";"191";"107";"213";"731";"685";"326";"73";"68";"42";"5";"4";"-";"-";"-"
"751044";"751044";"64";"8";"3";"1232";"1014";"15";"2";"997";"253";"117";"50";"124";"37";"31";"51";"113";"107";"60";"24";"22";"8";"0";"0";"-";"-";"-"
"751045";"751045";"65";"8";"3";"7564";"7052";"23";"11";"7018";"1142";"1090";"867";"597";"208";"135";"248";"1906";"430";"193";"125";"39";"37";"0";"1";"-";"-";"-"
"751047";"751047";"64";"8";"3";"8363";"7438";"38";"11";"7389";"2084";"755";"468";"723";"132";"170";"477";"1643";"432";"209";"150";"93";"43";"10";"0";"-";"-";"-"
"751048";"751048";"65";"8";"3";"2767";"2544";"24";"6";"2514";"639";"269";"109";"384";"31";"37";"113";"312";"378";"154";"42";"34";"12";"0";"0";"-";"-";"-"
"751049";"751049";"65";"8";"3";"3843";"3475";"25";"8";"3442";"818";"382";"331";"268";"107";"41";"236";"871";"181";"80";"59";"41";"22";"5";"0";"-";"-";"-"
"751050";"751050";"65";"8";"3";"4229";"3770";"20";"5";"3745";"805";"321";"370";"234";"108";"60";"246";"1127";"188";"109";"99";"46";"32";"0";"0";"-";"-";"-"
"751051";"751051";"65";"8";"3";"6395";"5682";"40";"17";"5625";"1395";"652";"406";"499";"162";"98";"343";"1388";"324";"147";"116";"70";"22";"2";"1";"-";"-";"-"
"751053";"751053";"64";"8";"3";"2207";"1813";"11";"10";"1792";"563";"158";"69";"153";"36";"34";"148";"323";"154";"42";"49";"50";"13";"0";"0";"-";"-";"-"
"751055";"751055";"64";"8";"3";"761";"663";"14";"1";"648";"178";"47";"28";"45";"14";"11";"65";"157";"50";"22";"14";"9";"6";"2";"0";"-";"-";"-"
"751056";"751056";"64";"8";"3";"1445";"1275";"10";"2";"1263";"336";"88";"50";"124";"23";"18";"125";"312";"72";"42";"31";"27";"12";"2";"1";"-";"-";"-"
"751061";"751061";"65";"8";"3";"8688";"7348";"78";"19";"7251";"1756";"1071";"282";"866";"236";"255";"311";"923";"824";"425";"124";"99";"66";"13";"0";"-";"-";"-"
"751062";"751062";"63";"8";"3";"2612";"1990";"16";"10";"1964";"530";"539";"51";"146";"31";"24";"123";"152";"224";"59";"33";"40";"11";"1";"0";"-";"-";"-"
"751063";"751063";"64";"8";"3";"8582";"7027";"58";"22";"6947";"1696";"1270";"210";"795";"171";"201";"304";"659";"1030";"368";"84";"95";"51";"13";"0";"-";"-";"-"
"751064";"751064";"63";"8";"3";"5782";"4999";"39";"14";"4946";"1226";"746";"207";"589";"170";"96";"223";"662";"589";"261";"74";"54";"42";"5";"2";"-";"-";"-"
"751065";"751065";"65";"8";"3";"6313";"5612";"29";"18";"5565";"1386";"744";"346";"648";"160";"127";"300";"975";"467";"190";"116";"64";"35";"5";"2";"-";"-";"-"
"751066";"751066";"62";"8";"3";"4701";"4201";"24";"11";"4166";"720";"516";"435";"300";"118";"69";"172";"1262";"275";"127";"106";"51";"14";"1";"0";"-";"-";"-"
"751067";"751067";"64";"8";"3";"4959";"4307";"48";"5";"4254";"858";"707";"211";"515";"195";"122";"124";"591";"509";"280";"62";"34";"38";"7";"1";"-";"-";"-"
"751068";"751068";"64";"8";"3";"2542";"2173";"14";"5";"2154";"662";"229";"54";"288";"24";"68";"130";"197";"293";"106";"31";"41";"31";"0";"0";"-";"-";"-"
"756001";"756001";"79";"9";"3";"1818";"1541";"13";"7";"1521";"326";"34";"99";"69";"29";"74";"287";"497";"27";"20";"30";"21";"8";"-";"-";"-";"-";"-"
"756002";"756002";"79";"9";"3";"820";"675";"10";"0";"665";"141";"10";"32";"31";"23";"34";"142";"187";"24";"8";"15";"11";"7";"-";"-";"-";"-";"-"
"756003";"756003";"79";"9";"3";"1767";"1469";"12";"0";"1457";"320";"36";"73";"86";"18";"35";"316";"393";"73";"46";"30";"27";"4";"-";"-";"-";"-";"-"
"756004";"756004";"79";"9";"3";"790";"626";"9";"11";"606";"131";"25";"35";"29";"14";"38";"120";"153";"22";"6";"13";"12";"8";"-";"-";"-";"-";"-"
"756005";"756005";"79";"9";"3";"5978";"4970";"46";"19";"4905";"1010";"205";"378";"218";"108";"192";"651";"1723";"115";"73";"109";"93";"30";"-";"-";"-";"-";"-"
"756006";"756006";"79";"9";"3";"660";"541";"1";"0";"540";"88";"14";"22";"13";"6";"55";"97";"191";"19";"5";"9";"11";"10";"-";"-";"-";"-";"-"
"756007";"756007";"79";"9";"3";"11860";"10016";"82";"35";"9899";"2304";"474";"764";"410";"234";"368";"875";"3664";"255";"103";"206";"172";"70";"-";"-";"-";"-";"-"
"756008";"756008";"79";"9";"3";"745";"670";"1";"0";"669";"92";"14";"36";"16";"23";"45";"75";"318";"11";"10";"14";"13";"2";"-";"-";"-";"-";"-"
"756009";"756009";"79";"9";"3";"2704";"2337";"23";"8";"2306";"490";"46";"132";"92";"51";"135";"245";"931";"48";"21";"43";"58";"14";"-";"-";"-";"-";"-"
"756010";"756010";"79";"9";"3";"2158";"1893";"18";"7";"1868";"526";"87";"112";"135";"37";"69";"207";"503";"71";"44";"33";"32";"12";"-";"-";"-";"-";"-"
"760001";"760001";"83";"9";"3";"3672";"3041";"24";"8";"3009";"626";"95";"165";"140";"33";"737";"299";"711";"73";"26";"33";"53";"18";"-";"-";"-";"-";"-"
"760002";"760002";"83";"9";"3";"998";"892";"4";"2";"886";"157";"28";"72";"46";"16";"87";"96";"344";"9";"6";"9";"9";"7";"-";"-";"-";"-";"-"
"760003";"760003";"83";"9";"3";"397";"317";"1";"1";"315";"49";"11";"10";"19";"10";"24";"37";"112";"14";"5";"12";"9";"3";"-";"-";"-";"-";"-"
"760005";"760005";"83";"9";"3";"702";"595";"8";"0";"587";"92";"15";"34";"27";"6";"91";"75";"192";"21";"10";"14";"9";"1";"-";"-";"-";"-";"-"
"760008";"760008";"83";"9";"3";"609";"483";"3";"0";"480";"107";"8";"23";"14";"10";"58";"50";"160";"16";"4";"18";"7";"5";"-";"-";"-";"-";"-"
"760009";"760009";"83";"9";"3";"983";"779";"7";"2";"770";"140";"21";"25";"26";"12";"172";"90";"210";"21";"7";"21";"12";"13";"-";"-";"-";"-";"-"
"760010";"760010";"83";"9";"3";"2414";"1953";"15";"2";"1936";"286";"57";"141";"74";"49";"331";"220";"667";"31";"15";"32";"25";"8";"-";"-";"-";"-";"-"
"760012";"760012";"83";"9";"3";"942";"850";"5";"0";"845";"148";"54";"65";"64";"9";"85";"65";"261";"45";"26";"13";"9";"1";"-";"-";"-";"-";"-"
"760013";"760013";"83";"9";"3";"586";"511";"2";"1";"508";"67";"16";"26";"25";"3";"56";"41";"241";"16";"5";"7";"5";"0";"-";"-";"-";"-";"-"
"760014";"760014";"83";"9";"3";"7077";"5981";"27";"14";"5940";"1325";"308";"479";"420";"136";"607";"534";"1722";"150";"80";"91";"65";"23";"-";"-";"-";"-";"-"
"760016";"760016";"83";"9";"3";"1081";"903";"9";"4";"890";"151";"33";"40";"47";"27";"64";"128";"308";"30";"11";"25";"18";"8";"-";"-";"-";"-";"-"
"760019";"760019";"83";"9";"3";"573";"513";"6";"1";"506";"60";"22";"33";"19";"13";"30";"50";"231";"24";"8";"9";"2";"5";"-";"-";"-";"-";"-"
"760020";"760020";"83";"9";"3";"529";"470";"2";"1";"467";"84";"14";"18";"19";"10";"51";"36";"204";"11";"4";"5";"10";"1";"-";"-";"-";"-";"-"
"760021";"760021";"83";"9";"3";"1026";"853";"4";"0";"849";"203";"33";"65";"42";"7";"86";"103";"246";"23";"7";"16";"10";"8";"-";"-";"-";"-";"-"
"760022";"760022";"83";"9";"3";"1123";"959";"6";"0";"953";"182";"39";"54";"66";"18";"60";"112";"341";"24";"11";"19";"17";"10";"-";"-";"-";"-";"-"
"760024";"760024";"83";"9";"3";"6005";"5037";"45";"9";"4983";"1118";"150";"293";"190";"91";"1114";"383";"1349";"91";"55";"64";"72";"13";"-";"-";"-";"-";"-"
"760025";"760025";"83";"9";"3";"928";"784";"7";"3";"774";"146";"15";"26";"23";"9";"88";"73";"354";"10";"6";"10";"10";"4";"-";"-";"-";"-";"-"
"760026";"760026";"83";"9";"3";"579";"512";"4";"0";"508";"70";"11";"16";"9";"2";"131";"37";"198";"4";"5";"11";"10";"4";"-";"-";"-";"-";"-"
"760027";"760027";"83";"9";"3";"1164";"1005";"10";"2";"993";"143";"40";"47";"24";"18";"295";"71";"295";"17";"14";"15";"12";"2";"-";"-";"-";"-";"-"
"760028";"760028";"83";"9";"3";"880";"767";"2";"1";"764";"161";"25";"44";"26";"18";"130";"66";"223";"23";"14";"16";"13";"5";"-";"-";"-";"-";"-"
"760030";"760030";"83";"9";"3";"3690";"3196";"18";"10";"3168";"643";"78";"166";"96";"47";"709";"339";"941";"35";"32";"37";"31";"14";"-";"-";"-";"-";"-"
"760031";"760031";"83";"9";"3";"463";"376";"4";"0";"372";"49";"10";"19";"12";"8";"65";"50";"147";"1";"0";"6";"5";"0";"-";"-";"-";"-";"-"
"760032";"760032";"83";"9";"3";"551";"430";"4";"1";"425";"64";"14";"29";"22";"11";"57";"65";"116";"20";"5";"4";"10";"8";"-";"-";"-";"-";"-"
"760033";"760033";"83";"9";"3";"1788";"1571";"6";"3";"1562";"266";"39";"78";"57";"27";"301";"188";"518";"21";"20";"22";"24";"1";"-";"-";"-";"-";"-"
"760035";"760035";"83";"9";"3";"2158";"1866";"13";"1";"1852";"331";"71";"95";"79";"29";"195";"175";"767";"28";"20";"27";"30";"5";"-";"-";"-";"-";"-"
"766001";"766001";"72";"8";"3";"6311";"5443";"27";"11";"5405";"1296";"235";"398";"213";"157";"240";"625";"1827";"131";"65";"107";"82";"25";"4";"0";"-";"-";"-"
"766002";"766002";"72";"8";"3";"3053";"2590";"38";"1";"2551";"802";"72";"111";"91";"48";"240";"384";"575";"70";"13";"63";"49";"31";"2";"0";"-";"-";"-"
"766003";"766003";"72";"8";"3";"1505";"1324";"8";"2";"1314";"262";"27";"44";"34";"27";"266";"176";"366";"26";"16";"40";"23";"6";"1";"0";"-";"-";"-"
"766004";"766004";"72";"8";"3";"1194";"1061";"11";"6";"1044";"197";"69";"87";"45";"36";"63";"98";"352";"32";"21";"22";"15";"7";"0";"0";"-";"-";"-"
"766005";"766005";"72";"8";"3";"459";"396";"6";"1";"389";"58";"14";"19";"12";"10";"43";"68";"125";"9";"4";"13";"9";"5";"0";"0";"-";"-";"-"
"766006";"766006";"72";"8";"3";"997";"879";"6";"2";"871";"227";"30";"62";"45";"24";"14";"129";"225";"29";"14";"33";"27";"12";"0";"0";"-";"-";"-"
"766007";"766007";"72";"8";"3";"3372";"2925";"28";"20";"2877";"705";"108";"165";"107";"83";"57";"366";"1052";"79";"24";"62";"38";"30";"1";"0";"-";"-";"-"
"766008";"766008";"72";"8";"3";"604";"532";"3";"1";"528";"123";"21";"28";"28";"13";"7";"77";"205";"10";"3";"6";"6";"1";"0";"0";"-";"-";"-"
"766010";"766010";"72";"8";"3";"1260";"1085";"17";"1";"1067";"264";"31";"33";"60";"15";"25";"175";"306";"59";"20";"34";"31";"14";"0";"0";"-";"-";"-"
"766011";"766011";"72";"8";"3";"1082";"926";"7";"3";"916";"245";"31";"42";"50";"23";"31";"120";"248";"34";"18";"22";"43";"8";"0";"1";"-";"-";"-"
"766012";"766012";"72";"8";"3";"1465";"1206";"13";"4";"1189";"299";"44";"57";"67";"20";"13";"159";"415";"37";"17";"32";"25";"3";"1";"0";"-";"-";"-"
"766013";"766013";"72";"8";"3";"1340";"1156";"10";"1";"1145";"232";"71";"57";"51";"39";"58";"128";"356";"59";"23";"37";"21";"11";"2";"0";"-";"-";"-"
"766014";"766014";"72";"8";"3";"1140";"939";"13";"3";"923";"226";"27";"43";"49";"15";"21";"154";"292";"42";"11";"17";"18";"7";"1";"0";"-";"-";"-"
"766015";"766015";"72";"8";"3";"1729";"1521";"14";"7";"1500";"353";"68";"100";"75";"31";"26";"230";"459";"55";"17";"42";"26";"18";"0";"0";"-";"-";"-"
"766016";"766016";"72";"8";"3";"83";"79";"1";"0";"78";"12";"9";"4";"5";"3";"3";"3";"19";"10";"7";"2";"1";"0";"0";"0";"-";"-";"-"
"766017";"766017";"72";"8";"3";"1072";"929";"7";"1";"921";"215";"51";"29";"61";"11";"15";"160";"286";"26";"25";"19";"22";"1";"0";"0";"-";"-";"-"
"766018";"766018";"72";"8";"3";"371";"320";"5";"1";"314";"58";"13";"16";"17";"14";"6";"63";"84";"11";"5";"9";"10";"8";"0";"0";"-";"-";"-"
"766019";"766019";"72";"8";"3";"574";"509";"5";"0";"504";"92";"28";"29";"24";"15";"24";"89";"137";"19";"9";"19";"14";"5";"0";"0";"-";"-";"-"
"766020";"766020";"72";"8";"3";"1382";"1219";"9";"4";"1206";"278";"69";"52";"47";"26";"116";"145";"389";"24";"10";"18";"22";"9";"0";"1";"-";"-";"-"
"766021";"766021";"72";"8";"3";"2280";"1903";"27";"4";"1872";"434";"83";"98";"78";"45";"58";"344";"571";"63";"13";"45";"29";"10";"1";"0";"-";"-";"-"
"766022";"766022";"72";"8";"3";"1174";"984";"9";"2";"973";"225";"41";"41";"37";"21";"25";"191";"292";"27";"10";"24";"31";"7";"1";"0";"-";"-";"-"
"766023";"766023";"72";"8";"3";"583";"505";"6";"1";"498";"129";"20";"12";"22";"12";"8";"86";"160";"9";"6";"14";"13";"5";"2";"0";"-";"-";"-"
"766024";"766024";"72";"8";"3";"732";"630";"9";"1";"620";"140";"25";"28";"28";"11";"25";"100";"190";"26";"10";"9";"16";"10";"2";"0";"-";"-";"-"
"766025";"766025";"72";"8";"3";"367";"297";"3";"0";"294";"45";"18";"14";"12";"7";"6";"57";"93";"18";"12";"6";"4";"2";"0";"0";"-";"-";"-"
"773001";"773001";"87";"10";"3";"611";"516";"4";"0";"512";"181";"20";"24";"18";"2";"14";"47";"154";"17";"3";"10";"13";"9";"-";"-";"-";"-";"-"
"773002";"773002";"87";"10";"3";"457";"397";"1";"1";"395";"146";"13";"13";"7";"6";"0";"45";"118";"16";"12";"5";"8";"6";"-";"-";"-";"-";"-"
"773003";"773003";"87";"10";"3";"307";"277";"2";"0";"275";"77";"14";"13";"18";"3";"4";"21";"110";"6";"2";"2";"3";"2";"-";"-";"-";"-";"-"
"773004";"773004";"87";"10";"3";"460";"416";"1";"0";"415";"149";"17";"11";"12";"4";"3";"38";"138";"25";"3";"5";"7";"3";"-";"-";"-";"-";"-"
"773005";"773005";"87";"10";"3";"309";"278";"2";"0";"276";"73";"6";"11";"19";"2";"4";"44";"95";"5";"0";"4";"11";"2";"-";"-";"-";"-";"-"
"773006";"773006";"87";"10";"3";"326";"276";"1";"0";"275";"60";"13";"15";"15";"9";"9";"21";"97";"23";"4";"4";"3";"2";"-";"-";"-";"-";"-"
"773007";"773007";"87";"10";"3";"696";"593";"2";"2";"589";"204";"21";"28";"21";"12";"8";"53";"212";"10";"5";"6";"9";"0";"-";"-";"-";"-";"-"
"773008";"773008";"87";"10";"3";"499";"424";"1";"1";"422";"157";"6";"17";"16";"4";"2";"51";"134";"12";"3";"3";"11";"6";"-";"-";"-";"-";"-"
"773009";"773009";"87";"10";"3";"662";"574";"2";"2";"570";"222";"15";"15";"14";"6";"5";"50";"193";"18";"6";"6";"15";"5";"-";"-";"-";"-";"-"
"773010";"773010";"87";"10";"3";"439";"375";"0";"0";"375";"168";"9";"8";"11";"3";"6";"25";"125";"2";"6";"5";"7";"0";"-";"-";"-";"-";"-"
"773011";"773011";"87";"10";"3";"444";"386";"1";"1";"384";"134";"8";"6";"6";"2";"9";"42";"137";"15";"0";"12";"13";"0";"-";"-";"-";"-";"-"
"773012";"773012";"87";"10";"3";"636";"549";"2";"1";"546";"185";"7";"19";"24";"6";"7";"52";"215";"17";"3";"2";"6";"3";"-";"-";"-";"-";"-"
"773013";"773013";"87";"10";"3";"637";"521";"2";"0";"519";"173";"15";"15";"15";"5";"5";"53";"206";"8";"5";"5";"9";"5";"-";"-";"-";"-";"-"
"773014";"773014";"87";"10";"3";"661";"548";"4";"0";"544";"139";"20";"26";"21";"7";"9";"55";"219";"14";"7";"11";"14";"2";"-";"-";"-";"-";"-"
"773015";"773015";"87";"10";"3";"457";"383";"1";"1";"381";"117";"7";"12";"10";"2";"5";"43";"150";"13";"5";"8";"6";"3";"-";"-";"-";"-";"-"
"773016";"773016";"87";"10";"3";"463";"406";"4";"1";"401";"108";"14";"17";"7";"2";"13";"54";"146";"16";"6";"13";"3";"2";"-";"-";"-";"-";"-"
"773017";"773017";"87";"10";"3";"496";"417";"4";"1";"412";"148";"13";"7";"10";"1";"4";"72";"118";"13";"9";"4";"7";"6";"-";"-";"-";"-";"-"
"773018";"773018";"87";"10";"3";"7162";"5791";"48";"16";"5727";"2497";"164";"237";"216";"63";"106";"486";"1517";"195";"73";"71";"70";"32";"-";"-";"-";"-";"-"
"779001";"779001";"74";"9";"3";"6153";"4862";"57";"20";"4785";"1525";"328";"277";"322";"98";"71";"360";"1249";"221";"88";"104";"117";"25";"-";"-";"-";"-";"-"
"779002";"779002";"74";"9";"3";"4990";"4376";"26";"13";"4337";"1226";"349";"337";"237";"70";"82";"279";"1463";"111";"45";"77";"47";"14";"-";"-";"-";"-";"-"
"779003";"779003";"74";"9";"3";"5242";"4356";"42";"7";"4307";"1507";"335";"234";"286";"62";"73";"327";"1038";"191";"60";"80";"97";"17";"-";"-";"-";"-";"-"
"779004";"779004";"74";"9";"3";"2998";"2634";"14";"2";"2618";"715";"124";"195";"139";"40";"32";"209";"975";"61";"18";"51";"42";"17";"-";"-";"-";"-";"-"
"779005";"779005";"74";"9";"3";"1064";"945";"9";"1";"935";"215";"60";"52";"40";"8";"25";"68";"378";"43";"10";"15";"17";"4";"-";"-";"-";"-";"-"
"779006";"779006";"74";"9";"3";"616";"517";"6";"3";"508";"146";"20";"32";"28";"5";"15";"45";"170";"14";"4";"10";"17";"2";"-";"-";"-";"-";"-"
"779007";"779007";"74";"9";"3";"741";"640";"2";"2";"636";"200";"22";"28";"36";"14";"11";"50";"233";"14";"2";"12";"10";"4";"-";"-";"-";"-";"-"
"779008";"779008";"74";"9";"3";"545";"467";"3";"0";"464";"151";"30";"26";"43";"5";"11";"27";"141";"15";"0";"6";"7";"2";"-";"-";"-";"-";"-"
"779009";"779009";"74";"9";"3";"673";"577";"1";"0";"576";"178";"30";"26";"23";"9";"8";"50";"217";"14";"3";"4";"12";"2";"-";"-";"-";"-";"-"
"779010";"779010";"74";"9";"3";"1073";"920";"13";"5";"902";"272";"46";"32";"57";"14";"18";"84";"309";"25";"7";"14";"21";"3";"-";"-";"-";"-";"-"
"779011";"779011";"74";"9";"3";"1507";"1242";"20";"0";"1222";"356";"55";"98";"57";"18";"18";"100";"427";"34";"6";"23";"25";"5";"-";"-";"-";"-";"-"
"779012";"779012";"74";"9";"3";"1100";"902";"7";"2";"893";"244";"43";"56";"32";"5";"21";"98";"313";"23";"12";"19";"24";"3";"-";"-";"-";"-";"-"
"779013";"779013";"74";"9";"3";"1700";"1430";"7";"1";"1422";"430";"75";"58";"66";"16";"21";"116";"553";"27";"19";"16";"16";"9";"-";"-";"-";"-";"-"
"779014";"779014";"74";"9";"3";"1268";"1047";"11";"1";"1035";"331";"57";"44";"44";"12";"17";"87";"359";"33";"14";"19";"14";"4";"-";"-";"-";"-";"-"
"779015";"779015";"74";"9";"3";"1311";"1098";"7";"2";"1089";"361";"48";"45";"66";"9";"11";"65";"408";"22";"5";"17";"25";"7";"-";"-";"-";"-";"-"
"779016";"779016";"74";"9";"3";"1386";"1226";"8";"3";"1215";"320";"65";"69";"71";"18";"18";"84";"470";"38";"16";"21";"17";"8";"-";"-";"-";"-";"-"
"779017";"779017";"74";"9";"3";"570";"495";"0";"1";"494";"167";"15";"23";"19";"7";"3";"43";"174";"13";"4";"13";"9";"4";"-";"-";"-";"-";"-"
"779018";"779018";"74";"9";"3";"1049";"873";"6";"0";"867";"240";"51";"41";"43";"15";"17";"82";"295";"32";"3";"9";"31";"8";"-";"-";"-";"-";"-"
"779019";"779019";"74";"9";"3";"688";"563";"8";"0";"555";"174";"35";"27";"29";"6";"3";"42";"184";"18";"6";"12";"13";"6";"-";"-";"-";"-";"-"
"779020";"779020";"74";"9";"3";"642";"573";"6";"2";"565";"121";"38";"28";"43";"11";"33";"45";"199";"22";"6";"11";"4";"4";"-";"-";"-";"-";"-"
"787001";"787001";"87";"10";"3";"7052";"5838";"36";"19";"5783";"2264";"235";"326";"287";"98";"136";"430";"1457";"256";"87";"84";"81";"42";"-";"-";"-";"-";"-"
"787002";"787002";"87";"10";"3";"887";"757";"4";"1";"752";"293";"18";"40";"26";"6";"36";"96";"199";"11";"4";"11";"8";"4";"-";"-";"-";"-";"-"
"787003";"787003";"87";"10";"3";"721";"609";"4";"2";"603";"163";"18";"34";"13";"7";"22";"68";"231";"25";"8";"3";"9";"2";"-";"-";"-";"-";"-"
"787004";"787004";"87";"10";"3";"685";"566";"4";"2";"560";"161";"26";"17";"28";"8";"18";"75";"151";"38";"11";"11";"12";"4";"-";"-";"-";"-";"-"
"787005";"787005";"87";"10";"3";"517";"453";"2";"0";"451";"155";"23";"32";"10";"4";"4";"79";"103";"13";"5";"15";"8";"0";"-";"-";"-";"-";"-"
"787006";"787006";"87";"10";"3";"1176";"1013";"4";"2";"1007";"308";"26";"52";"19";"35";"27";"107";"364";"19";"12";"22";"11";"5";"-";"-";"-";"-";"-"
"787007";"787007";"87";"10";"3";"959";"833";"3";"0";"830";"284";"32";"62";"32";"20";"4";"57";"295";"10";"12";"10";"9";"3";"-";"-";"-";"-";"-"
